Sid,Detection,Level,Tags
21dd6d38-2b18-4453-9404-a0fe4a0cc288,"{'selection': {'CommandLine|contains|windash': ' -c ', 'CommandLine|contains|all': ['curl ', 'http', '-o', '&']}, 'condition': 'selection'}",high,"['T1105', 'T1218']"
379fa130-190e-4c3f-b7bc-6c8e834485f3,"{'selection_img': [{'Image|endswith': '\\cmd.exe'}, {'OriginalFileName': 'Cmd.Exe'}], 'selection_del': {'CommandLine|contains': ['del ', 'erase ']}, 'selection_flags': {'CommandLine|contains|windash': [' -f', ' -s', ' -q']}, 'condition': 'all of selection_*'}",low,['T1070']
204b17ae-4007-471b-917b-b917b315c5db,"{'selection_img': [{'Image|endswith': '\\cmd.exe'}, {'OriginalFileName': 'Cmd.Exe'}], 'selection_del': {'CommandLine|contains': ['del ', 'erase ']}, 'selection_extensions': {'CommandLine|contains': ['\\\\\\*.au3', '\\\\\\*.dll', '\\\\\\*.exe', '\\\\\\*.js']}, 'condition': 'all of selection_*'}",medium,['T1070']
7c9340a9-e2ee-4e43-94c5-c54ebbea1006,"{'selection_cmd': [{'Image|endswith': '\\cmd.exe'}, {'OriginalFileName': 'Cmd.Exe'}], 'selection_cli': {'CommandLine|contains|windash': 'dir*-s'}, 'condition': 'all of selection_*'}",low,['T1217']
a77c1610-fc73-4019-8e29-0f51efc04a51,"{'selection': {'CommandLine|contains': ['^^', '^|^', ',;,', ';;;;', ';; ;;', '(,(,', '%COMSPEC:~', ' c^m^d', '^c^m^d', ' c^md', ' cm^d', '^cm^d', ' s^et ', ' s^e^t ', ' se^t ']}, 'condition': 'selection'}",medium,['T1059']
1ac8666b-046f-4201-8aba-1951aaec03a3,"{'selection': {'Image|endswith': '\\cmd.exe', 'CommandLine|contains|all': ['http', '://', '%AppData%']}, 'condition': 'selection'}",medium,"['T1059', 'T1105']"
e9b61244-893f-427c-b287-3e708f321c6b,"{'selection_img': [{'Image|endswith': '\\cmd.exe'}, {'OriginalFileName': 'Cmd.Exe'}], 'selection_cli': {'CommandLine|contains|all': ['mklink', '\\osk.exe', '\\cmd.exe']}, 'condition': 'all of selection_*'}",high,['T1546']
40b19fa6-d835-400c-b301-41f3a2baacaf,"{'selection': {'CommandLine|contains|all': ['mklink', 'HarddiskVolumeShadowCopy']}, 'condition': 'selection'}",high,['T1003']
f0507c0f-a3a2-40f5-acc6-7f543c334993,"{'selection_img': [{'Image|contains': '\\cmd.exe'}, {'OriginalFileName': 'Cmd.EXE'}], 'selection_base': {'CommandLine|contains|all': [' net use http', '& start /b ', '\\DavWWWRoot\\']}, 'selection_ext': {'CommandLine|contains': ['.exe ', '.dll ', '.bat ', '.vbs ', '.ps1 ']}, 'condition': 'all of selection_*'}",high,['T1059']
a16980c2-0c56-4de0-9a79-17971979efdd,"{'selection1': {'CommandLine|contains': ['cmd.exe/c', '\\cmd/c', '""cmd/c', 'cmd.exe/k', '\\cmd/k', '""cmd/k', 'cmd.exe/r', '\\cmd/r', '""cmd/r']}, 'selection2': {'CommandLine|contains': ['/cwhoami', '/cpowershell', '/cschtasks', '/cbitsadmin', '/ccertutil', '/kwhoami', '/kpowershell', '/kschtasks', '/kbitsadmin', '/kcertutil']}, 'selection3': {'CommandLine|contains': ['cmd.exe /c', 'cmd /c', 'cmd.exe /k', 'cmd /k', 'cmd.exe /r', 'cmd /r']}, 'filter_generic': {'CommandLine|contains': ['cmd.exe /c ', 'cmd /c ', 'cmd.exe /k ', 'cmd /k ', 'cmd.exe /r ', 'cmd /r ']}, 'filter_fp': [{'CommandLine|contains': 'AppData\\Local\\Programs\\Microsoft VS Code\\resources\\app\\node_modules'}, {'CommandLine|endswith': 'cmd.exe/c .'}, {'CommandLine': 'cmd.exe /c'}], 'condition': '1 of selection* and not 1 of filter_*'}",high,['T1059']
087790e3-3287-436c-bccf-cbd0184a7db1,"{'selection_img': [{'ParentImage|endswith': '\\cmd.exe'}, {'Image|endswith': '\\cmd.exe'}, {'OriginalFileName': 'cmd.exe'}], 'selection_flags': [{'ParentCommandLine|contains': ['/c', '/k', '/r']}, {'CommandLine|contains': ['/c', '/k', '/r']}], 'selection_path_traversal': [{'ParentCommandLine': '/../../'}, {'CommandLine|contains': '/../../'}], 'filter_java': {'CommandLine|contains': '\\Tasktop\\keycloak\\bin\\/../../jre\\bin\\java'}, 'condition': 'all of selection_* and not 1 of filter_*'}",high,['T1059']
ded2b07a-d12f-4284-9b76-653e37b6c8b0,"{'selection_cmd': [{'Image|endswith': '\\cmd.exe'}, {'OriginalFileName': 'Cmd.Exe'}], 'selection_action': {'CommandLine|contains|all': ['ping', 'copy ']}, 'selection_cli_1': {'CommandLine|contains|windash': ' -n '}, 'selection_cli_2': {'CommandLine|contains|windash': ' -y '}, 'condition': 'all of selection_*'}",medium,['T1070']
54786ddc-5b8a-11ed-9b6a-0242ac120002,"{'selection_count': {'CommandLine|contains|windash': ' -n '}, 'selection_nul': {'CommandLine|contains': 'Nul'}, 'selection_del_param': {'CommandLine|contains|windash': [' -f ', ' -q ']}, 'selection_all': {'CommandLine|contains|all': ['ping', 'del ']}, 'condition': 'all of selection_*'}",high,['T1070']
4f4eaa9f-5ad4-410c-a4be-bc6132b0175a,"{'selection_cmd': [{'OriginalFileName': 'Cmd.Exe'}, {'Image|endswith': '\\cmd.exe'}], 'selection_cli': {'CommandLine|contains': '>'}, 'filter_optional_idm_extension': {'CommandLine|contains': ['C:\\Program Files (x86)\\Internet Download Manager\\IDMMsgHost.exe', 'chrome-extension://', '\\\\.\\pipe\\chrome.nativeMessaging']}, 'condition': 'all of selection_* and not 1 of filter_optional_*'}",low,['T1082']
8e0bb260-d4b2-4fff-bb8d-3f82118e6892,"{'selection_img': [{'Image|endswith': '\\cmd.exe'}, {'OriginalFileName': 'Cmd.Exe'}], 'selection_cli_1': {'CommandLine|contains': ['>?%APPDATA%\\', '>?%TEMP%\\', '>?%TMP%\\', '>?%USERPROFILE%\\', '>?C:\\ProgramData\\', '>?C:\\Temp\\', '>?C:\\Users\\Public\\', '>?C:\\Windows\\Temp\\']}, 'selection_cli_2': {'CommandLine|contains': [' >', '"">', ""'>""], 'CommandLine|contains|all': ['C:\\Users\\', '\\AppData\\Local\\']}, 'condition': 'selection_img and 1 of selection_cli_*'}",medium,['T1218']
41ca393d-538c-408a-ac27-cf1e038be80c,"{'selection_img': [{'Image|endswith': '\\cmd.exe'}, {'OriginalFileName': 'Cmd.Exe'}], 'selection_rmdir': {'CommandLine|contains': 'rmdir'}, 'selection_flags': {'CommandLine|contains': ['/s', '/q']}, 'condition': 'all of selection_*'}",low,['T1070']
c73124a7-3e89-44a3-bdc1-25fe4df754b1,"{'selection': {'CommandLine|contains|all': ['copy ', '\\\\\\\\\\?\\\\GLOBALROOT\\\\Device\\\\HarddiskVolumeShadowCopy']}, 'condition': 'selection'}",high,['T1490']
241e802a-b65e-484f-88cd-c2dc10f9206d,"{'selection_cmd': [{'OriginalFileName': 'Cmd.Exe'}, {'Image|endswith': '\\cmd.exe'}], 'selection_cli': {'CommandLine|contains': '<'}, 'condition': 'all of selection_*'}",medium,['T1059']
1070db9a-3e5d-412e-8e7b-7183b616e1b3,"{'selection': {'CommandLine|contains|all': ['copy ', '/y ', 'C:\\windows\\system32\\cmd.exe C:\\windows\\system32\\sethc.exe']}, 'condition': 'selection'}",critical,['T1546']
2fdefcb3-dbda-401e-ae23-f0db027628bc,"{'selection': {'ParentImage|endswith': '\\winlogon.exe', 'Image|endswith': ['\\cmd.exe', '\\cscript.exe', '\\mshta.exe', '\\powershell.exe', '\\pwsh.exe', '\\regsvr32.exe', '\\rundll32.exe', '\\wscript.exe', '\\wt.exe'], 'CommandLine|contains': ['sethc.exe', 'utilman.exe', 'osk.exe', 'Magnify.exe', 'Narrator.exe', 'DisplaySwitch.exe']}, 'condition': 'selection'}",critical,['T1546']
aa0b3a82-eacc-4ec3-9150-b5a9a3e3f82f,"{'selection_upload': {'CommandLine|contains|all': ['type ', ' > \\\\\\\\']}, 'selection_download': {'CommandLine|contains|all': ['type \\\\\\\\', ' > ']}, 'condition': '1 of selection_*'}",medium,['T1105']
4b991083-3d0e-44ce-8fc4-b254025d8d4b,"{'selection': {'Image|endswith': '\\cmd.exe', 'ParentImage|endswith': ['\\csrss.exe', '\\ctfmon.exe', '\\dllhost.exe', '\\epad.exe', '\\FlashPlayerUpdateService.exe', '\\GoogleUpdate.exe', '\\jucheck.exe', '\\jusched.exe', '\\LogonUI.exe', '\\lsass.exe', '\\regsvr32.exe', '\\SearchIndexer.exe', '\\SearchProtocolHost.exe', '\\SIHClient.exe', '\\sihost.exe', '\\slui.exe', '\\spoolsv.exe', '\\sppsvc.exe', '\\taskhostw.exe', '\\unsecapp.exe', '\\WerFault.exe', '\\wermgr.exe', '\\wlanext.exe', '\\WUDFHost.exe']}, 'condition': 'selection'}",medium,['T1059']
7d4cdc5a-0076-40ca-aac8-f7e714570e47,"{'selection': {'ParentImage|endswith': '\\cmstp.exe'}, 'condition': 'selection'}",high,['T1218']
1f0f6176-6482-4027-b151-00071af39d7e,"{'selection_img': [{'CommandLine|contains': 'ConfigSecurityPolicy.exe'}, {'Image|endswith': '\\ConfigSecurityPolicy.exe'}, {'OriginalFileName': 'ConfigSecurityPolicy.exe'}], 'selection_url': {'CommandLine|contains': ['ftp://', 'http://', 'https://']}, 'condition': 'all of selection_*'}",medium,['T1567']
00ca75ab-d5ce-43be-b86c-55ff39c6abfc,"{'selection': {'ParentImage|endswith': '\\conhost.exe', 'ParentCommandLine|contains': '--headless'}, 'condition': 'selection'}",medium,['T1059']
056c7317-9a09-4bd4-9067-d051312752ea,"{'selection_img': [{'Image|endswith': '\\conhost.exe'}, {'OriginalFileName': 'CONHOST.EXE'}], 'selection_cli': {'CommandLine|contains|all': ['--headless', 'powershell']}, 'condition': 'all of selection_*'}",medium,['T1059']
3037d961-21e9-4732-b27a-637bcc7bf539,"{'selection': {'IntegrityLevel': 'High', 'CommandLine|contains|all': ['conhost.exe', '0xffffffff', '-ForceV1']}, 'condition': 'selection'}",informational,['T1202']
ee5e119b-1f75-4b34-add8-3be976961e39,"{'selection': {'ParentCommandLine|contains': 'conhost', 'CommandLine|contains': '/../../'}, 'condition': 'selection'}",high,['T1059']
7dc2dedd-7603-461a-bc13-15803d132355,"{'selection': {'ParentImage|endswith': '\\conhost.exe'}, 'filter_main_conhost': {'Image|endswith': ':\\Windows\\System32\\conhost.exe'}, 'filter_main_null': {'Image': None}, 'filter_main_empty': {'Image': ''}, 'filter_optional_provider': {'Provider_Name': 'SystemTraceProvider-Process'}, 'condition': 'selection and not 1 of filter_main_* and not 1 of filter_optional_*'}",medium,['T1202']
cbb9e3d1-2386-4e59-912e-62f1484f7a89,"{'selection': {'Image|endswith': '\\conhost.exe', 'ParentImage|endswith': ['\\explorer.exe', '\\lsass.exe', '\\regsvr32.exe', '\\rundll32.exe', '\\services.exe', '\\smss.exe', '\\spoolsv.exe', '\\svchost.exe', '\\userinit.exe', '\\wininit.exe', '\\winlogon.exe']}, 'filter_main_svchost': {'ParentCommandLine|contains': ['-k apphost -s AppHostSvc', '-k imgsvc', '-k localService -p -s RemoteRegistry', '-k LocalSystemNetworkRestricted -p -s NgcSvc', '-k NetSvcs -p -s NcaSvc', '-k netsvcs -p -s NetSetupSvc', '-k netsvcs -p -s wlidsvc', '-k NetworkService -p -s DoSvc', '-k wsappx -p -s AppXSvc', '-k wsappx -p -s ClipSVC']}, 'filter_optional_dropbox': {'ParentCommandLine|contains': ['C:\\Program Files (x86)\\Dropbox\\Client\\', 'C:\\Program Files\\Dropbox\\Client\\']}, 'condition': 'selection and not 1 of filter_main_* and not 1 of filter_optional_*'}",medium,['T1059']
0ba863e6-def5-4e50-9cea-4dd8c7dc46a4,"{'selection_reg_img': [{'Image|endswith': '\\reg.exe'}, {'OriginalFileName': 'reg.exe'}], 'selection_reg_cli': {'CommandLine|contains|all': ['add', 'CurrentVersion\\Control Panel\\CPLs']}, 'selection_cpl': {'CommandLine|endswith': '.cpl'}, 'filter_cpl_sys': {'CommandLine|contains': ['\\System32\\', '%System%', '|C:\\Windows\\system32|']}, 'filter_cpl_igfx': {'CommandLine|contains|all': ['regsvr32 ', ' /s ', 'igfxCPL.cpl']}, 'condition': 'all of selection_reg_* or (selection_cpl and not 1 of filter_cpl_*)'}",high,"['T1218', 'T1546']"
515c8be5-e5df-4c5e-8f6d-a4a2f05e4b48,"{'selection_img': [{'Image|endswith': '\\createdump.exe'}, {'OriginalFileName': 'FX_VER_INTERNALNAME_STR'}], 'selection_cli': {'CommandLine|contains': [' -u ', ' --full ', ' -f ', ' --name ', '.dmp ']}, 'condition': 'all of selection_*'}",high,"['T1003', 'T1036']"
acf2807c-805b-4042-aab9-f86b6ba9cb2b,"{'selection': {'Image|endswith': '\\csc.exe', 'CommandLine|contains': '/noconfig /fullpaths @'}, 'condition': 'selection'}",medium,['T1027']
dcaa3f04-70c3-427a-80b4-b870d73c94c4,"{'selection_img': {'Image|endswith': '\\csc.exe'}, 'selection_susp_location_1': {'CommandLine|contains': [':\\Perflogs\\', ':\\Users\\Public\\', '\\AppData\\Local\\Temp\\', '\\Temporary Internet', '\\Windows\\Temp\\']}, 'selection_susp_location_2': [{'CommandLine|contains|all': [':\\Users\\', '\\Favorites\\']}, {'CommandLine|contains|all': [':\\Users\\', '\\Favourites\\']}, {'CommandLine|contains|all': [':\\Users\\', '\\Contacts\\']}, {'CommandLine|contains|all': [':\\Users\\', '\\Pictures\\']}], 'selection_susp_location_3': {'CommandLine|re': '([Pp]rogram[Dd]ata|%([Ll]ocal)?[Aa]pp[Dd]ata%|\\\\[Aa]pp[Dd]ata\\\\([Ll]ocal([Ll]ow)?|[Rr]oaming))\\\\[^\\\\]{1,256}$'}, 'filter_main_programfiles': {'ParentImage|startswith': ['C:\\Program Files (x86)\\', 'C:\\Program Files\\']}, 'filter_main_sdiagnhost': {'ParentImage': 'C:\\Windows\\System32\\sdiagnhost.exe'}, 'filter_main_w3p': {'ParentImage': 'C:\\Windows\\System32\\inetsrv\\w3wp.exe'}, 'filter_optional_chocolatey': {'ParentImage': ['C:\\ProgramData\\chocolatey\\choco.exe', 'C:\\ProgramData\\chocolatey\\tools\\shimgen.exe']}, 'filter_optional_defender': {'ParentCommandLine|contains': '\\ProgramData\\Microsoft\\Windows Defender Advanced Threat Protection'}, 'filter_optional_ansible': {'ParentCommandLine|contains': ['JwB7ACIAZgBhAGkAbABlAGQAIgA6AHQAcgB1AGUALAAiAG0AcwBnACIAOgAiAEEAbgBzAGkAYgBsAGUAIAByAGUAcQB1AGkAcgBlAHMAIABQAG8AdwBlAHIAUwBoAGUAbABsACAAdgAzAC4AMAAgAG8AcgAgAG4AZQB3AGUAcgAiAH0AJw', 'cAewAiAGYAYQBpAGwAZQBkACIAOgB0AHIAdQBlACwAIgBtAHMAZwAiADoAIgBBAG4AcwBpAGIAbABlACAAcgBlAHEAdQBpAHIAZQBzACAAUABvAHcAZQByAFMAaABlAGwAbAAgAHYAMwAuADAAIABvAHIAIABuAGUAdwBlAHIAIgB9ACcA', 'nAHsAIgBmAGEAaQBsAGUAZAAiADoAdAByAHUAZQAsACIAbQBzAGcAIgA6ACIAQQBuAHMAaQBiAGwAZQAgAHIAZQBxAHUAaQByAGUAcwAgAFAAbwB3AGUAcgBTAGgAZQBsAGwAIAB2ADMALgAwACAAbwByACAAbgBlAHcAZQByACIAfQAnA']}, 'condition': 'selection_img and 1 of selection_susp_location_* and not 1 of filter_main_* and not 1 of filter_optional_*'}",medium,['T1027']
b730a276-6b63-41b8-bcf8-55930c8fc6ee,"{'selection_img': [{'Image|endswith': '\\csc.exe'}, {'OriginalFileName': 'csc.exe'}], 'selection_parent_generic': {'ParentImage|endswith': ['\\cscript.exe', '\\excel.exe', '\\mshta.exe', '\\onenote.exe', '\\outlook.exe', '\\powerpnt.exe', '\\winword.exe', '\\wscript.exe']}, 'selection_parent_powershell': {'ParentImage|endswith': ['\\powershell.exe', '\\pwsh.exe'], 'ParentCommandLine|contains': ['-Encoded ', 'FromBase64String']}, 'selection_parent_susp_location': [{'ParentCommandLine|re': '([Pp]rogram[Dd]ata|%([Ll]ocal)?[Aa]pp[Dd]ata%|\\\\[Aa]pp[Dd]ata\\\\([Ll]ocal([Ll]ow)?|[Rr]oaming))\\\\[^\\\\]{1,256}$'}, {'ParentCommandLine|contains': [':\\PerfLogs\\', ':\\Users\\Public\\', ':\\Windows\\Temp\\', '\\Temporary Internet']}, {'ParentCommandLine|contains|all': [':\\Users\\', '\\Favorites\\']}, {'ParentCommandLine|contains|all': [':\\Users\\', '\\Favourites\\']}, {'ParentCommandLine|contains|all': [':\\Users\\', '\\Contacts\\']}, {'ParentCommandLine|contains|all': [':\\Users\\', '\\Pictures\\']}], 'filter_main_programfiles': {'ParentImage|startswith': ['C:\\Program Files (x86)\\', 'C:\\Program Files\\']}, 'filter_main_sdiagnhost': {'ParentImage': 'C:\\Windows\\System32\\sdiagnhost.exe'}, 'filter_main_w3p': {'ParentImage': 'C:\\Windows\\System32\\inetsrv\\w3wp.exe'}, 'filter_optional_chocolatey': {'ParentImage': 'C:\\ProgramData\\chocolatey\\choco.exe'}, 'filter_optional_defender': {'ParentCommandLine|contains': '\\ProgramData\\Microsoft\\Windows Defender Advanced Threat Protection'}, 'filter_optional_ansible': {'ParentCommandLine|contains': ['JwB7ACIAZgBhAGkAbABlAGQAIgA6AHQAcgB1AGUALAAiAG0AcwBnACIAOgAiAEEAbgBzAGkAYgBsAGUAIAByAGUAcQB1AGkAcgBlAHMAIABQAG8AdwBlAHIAUwBoAGUAbABsACAAdgAzAC4AMAAgAG8AcgAgAG4AZQB3AGUAcgAiAH0AJw', 'cAewAiAGYAYQBpAGwAZQBkACIAOgB0AHIAdQBlACwAIgBtAHMAZwAiADoAIgBBAG4AcwBpAGIAbABlACAAcgBlAHEAdQBpAHIAZQBzACAAUABvAHcAZQByAFMAaABlAGwAbAAgAHYAMwAuADAAIABvAHIAIABuAGUAdwBlAHIAIgB9ACcA', 'nAHsAIgBmAGEAaQBsAGUAZAAiADoAdAByAHUAZQAsACIAbQBzAGcAIgA6ACIAQQBuAHMAaQBiAGwAZQAgAHIAZQBxAHUAaQByAGUAcwAgAFAAbwB3AGUAcgBTAGgAZQBsAGwAIAB2ADMALgAwACAAbwByACAAbgBlAHcAZQByACIAfQAnA']}, 'condition': 'selection_img and 1 of selection_parent_* and not 1 of filter_main_* and not 1 of filter_optional_*'}",high,"['T1027', 'T1059', 'T1218']"
40b95d31-1afc-469e-8d34-9a3a667d058e,"{'selection_img': [{'Image|endswith': ['\\csi.exe', '\\rcsi.exe']}, {'OriginalFileName': ['csi.exe', 'rcsi.exe']}], 'selection_cli': {'Company': 'Microsoft Corporation'}, 'condition': 'all of selection*'}",medium,"['T1072', 'T1218']"
a9e416a8-e613-4f8b-88b8-a7d1d1af2f61,"{'selection': {'Image|endswith': '\\csi.exe', 'ParentImage|endswith': ['\\powershell.exe', '\\pwsh.exe', '\\powershell_ise.exe'], 'OriginalFileName': 'csi.exe'}, 'condition': 'selection'}",high,['T1127']
e5d36acd-acb4-4c6f-a13f-9eb203d50099,"{'selection_img': [{'Image|endswith': '\\csvde.exe'}, {'OriginalFileName': 'csvde.exe'}], 'selection_remote': {'CommandLine|contains': ' -f'}, 'filter_import': {'CommandLine|contains': ' -i'}, 'condition': 'all of selection_* and not 1 of filter_*'}",medium,['T1087']
9a517fca-4ba3-4629-9278-a68694697b81,"{'selection_img': [{'Image|endswith': '\\curl.exe'}, {'Product': 'The curl executable'}], 'selection_remote': {'CommandLine|contains': [' -O', '--remote-name', '--output']}, 'condition': 'all of selection_*'}",medium,['T1105']
bbeaed61-1990-4773-bf57-b81dbad7db2d,"{'selection': [{'Image|endswith': '\\curl.exe'}, {'Product': 'The curl executable'}], 'condition': 'selection'}",low,['T1105']
00bca14a-df4e-4649-9054-3f2aa676bc04,"{'selection_img': [{'Image|endswith': '\\curl.exe'}, {'Product': 'The curl executable'}], 'selection_cli': [{'CommandLine|contains': [' --form', ' --upload-file ', ' --data ', ' --data-']}, {'CommandLine|re': '\\s-[FTd]\\s'}], 'filter_optional_localhost': {'CommandLine|contains': ['://localhost', '://127.0.0.1']}, 'condition': 'all of selection_* and not 1 of filter_optional_*'}",medium,"['T1105', 'T1567']"
e218595b-bbe7-4ee5-8a96-f32a24ad3468,"{'selection_curl': [{'Image|endswith': '\\curl.exe'}, {'Product': 'The curl executable'}], 'selection_susp_locations': {'CommandLine|contains': ['%AppData%', '%Public%', '%Temp%', '%tmp%', '\\AppData\\', '\\Desktop\\', '\\Temp\\', '\\Users\\Public\\', 'C:\\PerfLogs\\', 'C:\\ProgramData\\', 'C:\\Windows\\Temp\\']}, 'selection_susp_extensions': {'CommandLine|endswith': ['.dll', '.gif', '.jpeg', '.jpg', '.png', '.temp', '.tmp', '.txt', '.vbe', '.vbs']}, 'filter_optional_git_windows': {'ParentImage': 'C:\\Program Files\\Git\\usr\\bin\\sh.exe', 'Image': 'C:\\Program Files\\Git\\mingw64\\bin\\curl.exe', 'CommandLine|contains|all': ['--silent --show-error --output ', 'gfw-httpget-', 'AppData']}, 'condition': 'selection_curl and 1 of selection_susp_* and not 1 of filter_optional_*'}",high,['T1105']
3286d37a-00fd-41c2-a624-a672dcd34e60,"{'selection_curl': [{'Image|endswith': '\\curl.exe'}, {'Product': 'The curl executable'}], 'selection_opt': {'CommandLine|contains': [' -A ', ' --user-agent ']}, 'condition': 'all of selection_*'}",medium,['T1071']
6345b048-8441-43a7-9bed-541133633d7a,"{'selection_img': [{'Image|endswith': '\\dctask64.exe'}, {'Hashes|contains': ['6834B1B94E49701D77CCB3C0895E1AFD', '1BB6F93B129F398C7C4A76BB97450BBA', 'FAA2AC19875FADE461C8D89DCF2710A3', 'F1039CED4B91572AB7847D26032E6BBF']}], 'selection_cli': {'CommandLine|contains': [' executecmd64 ', ' invokeexe ', ' injectDll ']}, 'condition': 'all of selection_*'}",high,['T1055']
b2309017-4235-44fe-b5af-b15363011957,"{'selection': {'ParentImage|endswith': '\\DefaultPack.exe'}, 'condition': 'selection'}",medium,['T1218']
214641c2-c579-4ecb-8427-0cf19df6842e,"{'selection': {'Image|endswith': '\\desktopimgdownldr.exe', 'ParentImage|endswith': '\\desktopimgdownldr.exe', 'CommandLine|contains': '/lockscreenurl:http'}, 'condition': 'selection'}",medium,['T1105']
bb58aa4a-b80b-415a-a2c0-2f65a4c81009,"{'selection1': {'CommandLine|contains': ' /lockscreenurl:'}, 'selection1_filter': {'CommandLine|contains': ['.jpg', '.jpeg', '.png']}, 'selection_reg': {'CommandLine|contains|all': ['reg delete', '\\PersonalizationCSP']}, 'condition': '( selection1 and not selection1_filter ) or selection_reg'}",high,['T1105']
e173ad47-4388-4012-ae62-bd13f71c18a8,"{'selection_img': [{'Image|endswith': '\\deviceenroller.exe'}, {'OriginalFileName': 'deviceenroller.exe'}], 'selection_cli': {'CommandLine|contains': '/PhoneDeepLink'}, 'condition': 'all of selection_*'}",medium,['T1574']
90d50722-0483-4065-8e35-57efaadd354d,"{'selection': {'CommandLine|contains|all': [' -t msi-install ', ' -i http']}, 'condition': 'selection'}",medium,['T1218']
b4dc61f5-6cce-468e-a608-b48b469feaa2,"{'selection': [{'OriginalFileName': 'DirLister.exe'}, {'Image|endswith': '\\dirlister.exe'}], 'condition': 'selection'}",low,['T1083']
56b1dde8-b274-435f-a73a-fb75eb81262a,"{'selection': {'ParentImage|endswith': '\\diskshadow.exe'}, 'filter_main_werfault': {'Image|endswith': ':\\Windows\\System32\\WerFault.exe'}, 'condition': 'selection and not 1 of filter_main_*'}",medium,['T1218']
9f546b25-5f12-4c8d-8532-5893dcb1e4b8,"{'selection': {'ParentImage|endswith': '\\diskshadow.exe', 'Image|endswith': ['\\certutil.exe', '\\cscript.exe', '\\mshta.exe', '\\powershell.exe', '\\pwsh.exe', '\\regsvr32.exe', '\\rundll32.exe', '\\wscript.exe']}, 'condition': 'selection'}",medium,['T1218']
0c2f8629-7129-4a8a-9897-7e0768f13ff2,"{'selection_img': [{'OriginalFileName': 'diskshadow.exe'}, {'Image|endswith': '\\diskshadow.exe'}], 'selection_cli': {'CommandLine|contains|windash': '-s '}, 'condition': 'all of selection_*'}",medium,['T1218']
1dde5376-a648-492e-9e54-4241dd9b0c7f,"{'selection_img': [{'OriginalFileName': 'diskshadow.exe'}, {'Image|endswith': '\\diskshadow.exe'}], 'selection_flag': {'CommandLine|contains|windash': '-s '}, 'filter_main_ext': {'CommandLine|contains': '.txt'}, 'condition': 'all of selection_* and not 1 of filter_main_*'}",medium,['T1218']
fa1a7e52-3d02-435b-81b8-00da14dd66c1,"{'selection_img': [{'OriginalFileName': 'diskshadow.exe'}, {'Image|endswith': '\\diskshadow.exe'}], 'selection_cli': {'CommandLine|contains|windash': '-s '}, 'selection_paths': {'CommandLine|contains': [':\\Temp\\', ':\\Windows\\Temp\\', '\\AppData\\Local\\', '\\AppData\\Roaming\\', '\\ProgramData\\', '\\Users\\Public\\']}, 'condition': 'all of selection_*'}",medium,['T1218']
e7888eb1-13b0-4616-bd99-4bc0c2b054b9,"{'selection': {'Image|endswith': '\\dllhost.exe', 'CommandLine': ['dllhost.exe', 'dllhost']}, 'filter_main_null': {'CommandLine': None}, 'condition': 'selection and not 1 of filter_main_*'}",high,['T1055']
ebea773c-a8f1-42ad-a856-00cb221966e8,"{'selection': {'Image|endswith': '\\VMwareXferlogs.exe'}, 'filter': {'Image|startswith': 'C:\\Program Files\\VMware\\'}, 'condition': 'selection and not filter'}",high,['T1574']
b6457d63-d2a2-4e29-859d-4e7affc153d1,"{'selection_img': {'Image|endswith': '\\dnscmd.exe'}, 'selection_cli': {'CommandLine|contains': ['/enumrecords', '/enumzones', '/ZonePrint', '/info']}, 'condition': 'all of selection_*'}",medium,['T1543']
f63b56ee-3f79-4b8a-97fb-5c48007e8573,"{'selection': {'Image|endswith': '\\dnscmd.exe', 'CommandLine|contains|all': ['/config', '/serverlevelplugindll']}, 'condition': 'selection'}",high,"['T1112', 'T1574']"
98a96a5a-64a0-4c42-92c5-489da3866cb0,"{'selection': [{'Image|endswith': '\\iodine.exe'}, {'Image|contains': '\\dnscat2'}], 'condition': 'selection'}",high,"['T1048', 'T1071', 'T1132']"
a4e3d776-f12e-42c2-8510-9e6ed1f43ec3,"{'selection': {'ParentImage|endswith': '\\dns.exe'}, 'filter': {'Image|endswith': '\\conhost.exe'}, 'condition': 'selection and not filter'}",high,['T1133']
81ebd28b-9607-4478-bf06-974ed9d53ed7,"{'selection': {'Image|endswith': '\\dnx.exe'}, 'condition': 'selection'}",medium,"['T1027', 'T1218']"
53d8d3e1-ca33-4012-adf3-e05a4d652e34,"{'selection_img': [{'Image|endswith': '\\dotnet-dump.exe'}, {'OriginalFileName': 'dotnet-dump.dll'}], 'selection_cli': {'CommandLine|contains': 'collect'}, 'condition': 'all of selection_*'}",medium,['T1218']
d80d5c81-04ba-45b4-84e4-92eba40e0ad3,"{'selection_img': [{'Image|endswith': '\\dotnet.exe'}, {'OriginalFileName': '.NET Host'}], 'selection_cli': {'CommandLine|endswith': ['.csproj', '.csproj""', '.dll', '.dll""', "".csproj'"", "".dll'""]}, 'condition': 'all of selection_*'}",medium,['T1218']
9257c05b-4a4a-48e5-a670-b7b073cf401b,"{'selection_img': [{'Image|endswith': '\\dotnet-trace.exe'}, {'OriginalFileName': 'dotnet-trace.dll'}], 'selection_cli': {'CommandLine|contains|all': ['-- ', 'collect']}, 'condition': 'all of selection_*'}",medium,['T1218']
